entry	  دەم	زارک	دەرگانە	دەروو	ناڤدەر	درگا	دەرک	رێڕەو	پێشەکی	دەسپێک	لێما	لێمە	سەرواژە	سەروشە
consolation	  دڵدانەوە													
happiness	  دڵخۆشی													
heart	  دڵ													
delight	  دلخۆشی													
severity	  دژواری													
shine	  درەوشانەوە													
long	  درێژ													
belie	  درۆدەکا													
tooth	  ددان													
maternity	  دایکایەتی													
invitation	  داوەتنامە													
apply	  داواکردن													
invention	  داهێنان													
future	  داهاتوو													
admit	  دان پیانان													
invade	  داگیرکردن													
discount	  داشکاندن													
woodland	  دارستان													
truss	  داربەست													
court	  دادگا													
application	  داخوازینامه													
partition	  دابەشکاریی													
provide	  دابین کردن													
award	  خەڵات													
prize	  خەڵات													
clan	  خێڵ													
family	  خێزان													
speed	  خێرایی													
velocity	  خێرایی													
quicken	  خێراکردن													
sunshine	  خۆرەتاو													
demonstration	  خۆپیشاندان													
volunteer	  خۆبەخش													
recite	  خوێندنەوە بەدەنگی بەرز													
read	  خوێندنەوە													
reading	  خوێندنەوە													
blood	  خوێن													
salt	  خوێ													
sister	  خوشک													
itch	  خوراندن													
liquor	  خواردنەوە (کحولی)													
scavenge	  خواردن پەیدا کردن لەناو زبڵ													
eat	  خواردن													
farewell	  خواحافیزی کردن													
suffocate	  خنکاندن													
corpuscle	  خڕۆکەکانی خوێن													
worsen	  خراپتربوو													
tickle	  ختوکە													
employer	  خاوەنکار													
owner	  خاوەن													
intersection	  خاڵی یەکتربڕین													
dot	  خاڵ													
mar	  خاک													
madam	  خاتوون													
belch	  حەسرەت هەڵدەکێشێ													
anguish	  حەسرەت													
persecution	  چەوساندنەوە													
polyhedron	  چەندسووچی													
bend	  چەمانەوە													
munition	  چەک و تەقەمەنی													
arms	  چەک													
weapon	  چەک													
cutlery	  چەقۆ و چەتاڵ													
knife	  چەقۆ													
lighter	  چەرخ													
pirate	  چەتەی دەریا													
clique	  چەتە													
clap	  چەپڵەلێدان													
bunch	  چەپکە													
bundle	  چەپکێ													
surround	  چواردەوردان													
brace	  چوارچێوەی ڕاستکردنەوەی ددان													
frame	  چوارچێوە													
grime	  چڵک و پیسی													
chocolate	  چکلێت													
await	  چاوەڕێ دەکات													
supervisor	  چاودێر													
gaze	  چاوتێبڕین سه‌یرکردن بێ چاوتروکان													
wink	  چاو داگرتن													
eye	  چاو													
sow	  چاندن													
jacket	  چاکەت													
commendation	  چاکە													
mend	  چاککردنەوە													
repair	  چاککردن													
solve	  چارەسەرکردن													
print	  چاپکردن													
edition	  چاپ													
tea	  چا													
concentrate	  جەخت دەکا													
world	  جیهان													
creak	  جیڕە													
differentiate	  جیاوازی دەکا لەنێوان													
difference	  جیاوازی													
detach	  جیا دەکاتەوە													
setup	  جێگیرکردن													
alternative	  جێگرەوە													
brook	  جۆگە													
mode	  جۆر													
chew	  جوین													
masticate	  ‏جوین													
motion	  جووڵان													
underclothes	  جلوبەرگی ژێرەوە													
tweet	  جریواندن													
skirt	  تەنورە													
constrict	  تەنگەبەری													
age	  تەمەن													
telephone	  تەلەفۆن													
technique	  تەکنیک													
blast	  تەقینەوە													
explosion	  تەقینەوە													
allocation	  تەرخانکردن													
dedication	  تەرخانکردن													
devote	  تەرخانکردن													
drum	  تەپڵ													
thirst	  تینوێتی													
acute	  تیژ													
composite	  تێکەڵه													
smear	  تێسوین													
note	  تێبینی													
record	  تۆمارکردن													
registration	  تۆمارکردن													
bun	  تۆپەڵە													
bowl	  تۆپ دەهاوێ													
shell	  توێکڵی دەرەکی													
bark	  توێکڵی دار													
befall	  تووشی دەبێ													
dissolve	  تواندنەوە													
saloon	  ترومبێلی قەپات (درێژ)													
blink	  تروکاندن													
acid	  ترش													
fearfulness	  ترس													
examination	  تاقیکردنەوە													
experiment	  تاقیکردنەوە													
test	  تاقیکردنەوە													
darken	  تاریکی دەکا													
darkness	  تاریکی													
dark	  تاریک													
commonwealth	  پەیوەندی گەلانی بەریتانی													
contact	  پەیوەندی													
relation	  پەیوەندی													
correspondence	  پەیامنێر													
message	  پەیام													
cheese	  پەنیر													
thumb	  پەنجەگەورەی دەست													
window	  پەنجەرە													
blot	  پەڵەی پیس													
regret	  پەشیمانبوونەوە													
agitation	  پەشۆکاوی													
compact	  پەستێنراو													
compress	  پەستان													
book	  پەڕتووک													
development	  پەرەپێدان													
ambition	  پەرۆش													
worship	  پەرستن													
curtain	  پەردە													
rib	  پەراسوو													
prose	  پەخشان													
industry	  پیشەسازی													
demo	  پیشاندان													
